Estado,Ano,Mês,Precipitação Total (mm),Pressão atmosférica média (mB),Radiação global média (Kj/m²),Temperatura média do ar (°C),Temperatura máxima (°C),Temperatura mínima (°C),Umidade relativa média (%),Velocidade média do vento (m/s)
RN,2018,6,109.0,1007.4005241319065,1164.932712956335,25.90327582441581,35.6,15.4,70.28231208136938,2.943699497706923
RN,2018,7,301.6,1007.0611410518491,1133.511090573013,26.00514774205538,36.4,15.0,64.6284038542103,3.3441739453633152
RN,2018,8,43.2,1006.9014519616929,1445.4063408190225,26.917207290701267,37.2,17.0,61.839676658807676,4.027278344145814
RN,2018,9,62.6,1004.8109623170352,1438.092894736842,27.403067580193085,41.0,17.6,60.59858057815475,4.377265649330426
RN,2018,10,48.6,1004.0304953560371,1515.3920230910521,28.028498452012386,40.0,18.7,61.96094008606422,4.23812693498452
RN,2018,11,95.60000000000001,1002.8881929220169,1429.0425475687105,28.560388288711447,38.9,20.1,60.724869506650954,4.386280344557557
RN,2018,12,393.40000000000003,1003.5961660329531,1361.2937081659973,28.315351711026615,38.7,19.4,65.0712691052722,3.5450887198986054
RN,2019,1,603.6,1001.7297128589263,1434.7606232294618,27.985830212234706,38.7,18.9,68.64815219768205,2.8983888064447743
RN,2019,2,413.4,1000.2627209426888,1348.0929032258064,27.78277986073915,37.4,20.1,74.54568037537952,1.9887585532746823
RN,2019,3,1544.4,1003.5318725099602,1279.84926686217,27.095092357841363,37.5,21.0,79.06527777777778,1.9019258949131255
RN,2019,4,1487.4,1003.1082492795389,1330.4716701275586,26.877881844380404,35.1,19.9,82.24075500770417,1.8960066211462858
RN,2019,5,484.8,1003.3160318866253,1409.5871875,27.12876882196634,35.0,19.9,76.57957393483709,2.2380330544786777
RN,2019,6,538.0,1005.4467104096472,1350.732177263969,26.598120234084057,36.3,15.3,69.54595814526057,2.6298841227891847
RN,2019,7,279.4,1005.7943373284697,1341.3145135566187,26.099722077470904,36.3,17.4,69.87825912555155,2.7795255183413077
RN,2019,8,96.8,1006.7265955645844,1545.87167736022,26.595378364652106,36.6,16.2,61.98047554610478,3.48688429592428
RN,2019,9,62.0,1004.9208333333333,1601.1729166666667,27.33588541666667,38.9,18.1,60.915806195393166,3.7691666666666666
RN,2019,10,230.0,1002.9847837237135,1804.9577507598783,27.888613438194565,39.7,18.6,59.79662275004639,3.9918645315663537
RN,2019,11,232.79999999999998,1000.0678906917165,1839.2843174125612,28.425388601036268,39.8,20.5,60.62956406284576,4.2473989637305705
RN,2019,12,149.4,1003.3154811715481,1808.7326770162817,28.91958158995816,41.8,19.5,60.6,4.118995815899582
RN,2020,1,747.0,1004.8018754988029,1579.7020899752038,28.44581005586592,38.8,21.2,71.80133161512028,3.185129740518962
RN,2020,2,994.6,1004.7901182432432,1562.2369219105383,28.06302787162162,38.3,21.2,75.82099661344944,2.5406630097782017
RN,2020,3,1509.4,1004.7407630522089,1555.2135076252723,27.46839357429719,35.6,22.0,79.10507246376811,1.8413760823777205
RN,2020,4,825.6,1004.3359053497942,1586.8476791347455,27.717772633744854,36.0,21.9,79.12325797460514,2.0618408736349454
RN,2020,5,530.2,1004.8779314491882,1455.6205287713842,27.29963920625376,36.7,20.2,77.91467116357504,2.1549407114624506
RN,2020,6,355.8,1005.0892795587729,1471.115909090909,26.744984488107548,35.5,17.6,72.6137309292649,2.611651154774216
RN,2020,7,312.4,1004.8169503299757,1547.025,26.92625911774922,36.4,16.5,65.08886547242712,3.0902744008336227
RN,2020,8,35.4,1004.4777436684574,1884.0825638240087,28.27728319263239,38.1,16.7,55.62380038387716,3.9359171143514966
RN,2020,9,40.400000000000006,1004.4429586293355,2053.4286553141515,28.70944421228583,37.9,19.1,55.71153846153846,4.1722941913915585
RN,2020,10,40.2,1003.1101585940849,2125.7203042715037,29.51740248606944,38.7,19.3,57.677280550774526,4.167981140162881
RN,2020,11,43.6,1002.2874865156418,2014.1403026134801,30.07259978425027,39.0,21.0,57.047052460789615,4.145307443365696
RN,2020,12,25.2,1001.5947503201024,1914.0400667779634,29.90256081946223,38.4,21.0,56.53649167733675,4.0728553137003844
RN,2021,1,50.2,1000.8561452513967,1889.635359116022,29.716480446927374,39.2,21.0,58.749301675977655,3.727653631284916
RN,2021,2,47.199999999999996,1000.5184911242603,1975.0941960038058,29.638461538461538,38.9,20.6,61.75295857988166,3.3353550295857985
RN,2021,3,52.0,1001.212,2014.4512195121952,29.09488,37.8,21.2,66.8344,2.97992
RN,2021,4,112.8,1002.5383783783784,2059.0108695652175,29.657405405405402,37.7,20.5,66.51783783783783,3.112756756756757
SE,2003,2,75.8,1012.4621409921671,1282.081081081081,27.85848563968668,31.4,22.6,72.38903394255874,3.636814621409922
SE,2003,3,50.6,1011.9448924731183,1017.6891891891892,27.859139784946237,31.6,22.7,74.04435483870968,3.2501344086021504
SE,2003,4,66.39999999999999,1012.5569444444444,531.6212121212121,27.88388888888889,32.6,22.3,71.57222222222222,2.9724999999999997
SE,2003,5,269.8,1013.6473755047107,937.3298969072165,26.497711978465677,31.3,22.1,78.02422611036339,2.643606998654105
SE,2003,6,195.6,1015.1854951185495,1105.1764705882354,25.593305439330546,29.8,20.5,75.09344490934448,2.451117318435754
SE,2003,7,197.0,1017.3844086021505,1029.2079207920792,24.99422043010753,28.9,19.1,72.24193548387096,2.7502688172043013
SE,2003,8,113.60000000000001,1017.0672043010753,1082.872340425532,24.908467741935485,28.0,20.3,75.37096774193549,2.856989247311828
SE,2003,9,67.6,1016.1527777777778,860.4492753623189,25.591805555555553,29.3,20.5,72.2611111111111,3.32375
SE,2003,10,175.2,1014.2083333333334,1467.5443037974683,26.043817204301074,29.5,21.5,73.13575268817205,4.008870967741935
SE,2003,11,150.2,1012.3416666666667,1333.2298850574712,26.39611111111111,29.8,22.0,76.26527777777778,4.101111111111111
SE,2003,12,47.8,1012.4637096774194,1865.8484848484848,27.26048387096774,30.4,22.5,72.40725806451613,4.503091397849462
SE,2004,1,272.2,1010.9569313593539,1594.6666666666667,26.64374158815612,31.1,21.7,78.79407806191116,3.3406460296096903
SE,2004,2,49.6,1012.2227011494252,1344.0,27.311637931034486,31.0,22.5,74.5617816091954,3.44382183908046
SE,2004,3,55.0,1011.8602150537635,864.3623188405797,27.576478494623657,31.4,22.3,73.5524193548387,3.4736559139784946
SE,2004,4,108.6,1012.5757997218359,965.6125,27.34478442280946,31.2,21.5,73.16133518776078,3.0414464534075107
SE,2004,5,163.0,1014.0994623655914,964.4324324324324,26.350806451612904,30.3,20.6,74.77688172043011,2.524462365591398
SE,2004,6,135.6,1017.0667593880389,881.4,25.848261474269822,29.4,20.5,71.5980528511822,2.675104311543811
SE,2004,7,233.4,1016.4002695417789,1158.062015503876,24.387331536388142,28.3,19.0,75.79649595687331,3.027762803234501
SE,2004,8,195.4,1017.6653171390013,1165.198113207547,24.20242914979757,28.3,18.7,76.89878542510121,2.8174089068825907
SE,2004,9,72.6,1016.3655462184873,936.421052631579,25.25980392156863,28.6,19.8,71.26330532212886,3.1579831932773113
SE,2004,10,7.2,1013.6955345060893,1260.5757575757575,26.349391069012178,30.1,22.0,71.81326116373478,4.480920162381597
SE,2004,11,26.0,1012.5,1637.671875,26.640509915014164,30.3,22.0,73.86968838526913,4.299716713881019
SE,2004,12,0.0,1012.060975609756,1596.2833333333333,27.24728997289973,31.1,23.0,72.58943089430895,4.326964769647697
SE,2005,1,49.0,1010.9869375907111,1494.7857142857142,27.560522496371554,32.5,21.8,74.13933236574746,4.035849056603773
SE,2005,2,35.6,1010.9472868217055,1321.2295081967213,27.834263565891472,31.9,22.1,75.90697674418605,3.570387596899225
SE,2005,3,3.8000000000000003,1011.7632653061224,808.169014084507,28.195238095238096,32.6,23.0,74.54285714285714,3.5655782312925166
SE,2005,4,0.0,1012.6346967559944,1089.5607476635514,27.205359661495063,31.5,21.5,75.42736248236953,2.512976022566996
SE,2005,5,37.6,1013.75,1139.3333333333333,26.569720496894412,30.5,20.7,76.6863354037267,2.8456521739130434
SE,2005,6,130.8,1015.3665223665224,1181.888888888889,25.813708513708516,29.4,20.9,75.3982683982684,2.628860028860029
SE,2005,7,316.4,1017.4829545454545,1026.0285714285715,24.23778409090909,28.6,20.3,78.75,2.771875
SE,2005,8,78.2,1017.0420168067227,672.3076923076923,25.092436974789916,28.3,20.8,72.8046218487395,3.041176470588235
SE,2005,9,33.4,1016.0248538011696,782.6575342465753,25.752046783625733,29.4,21.1,72.546783625731,3.6633040935672514
SE,2005,10,24.2,1014.5417256011316,23789.464751958225,26.375954738330975,30.2,21.6,71.27157001414427,4.31966053748232
SE,2005,11,5.0,1012.1291666666667,24049.530612244896,26.9625,30.6,22.3,71.7875,4.916388888888889
SE,2005,12,70.2,1011.1935047361299,23207.6475,26.993504736129907,34.8,22.3,76.28669410150891,4.005006765899864
SE,2006,1,27.6,1012.1518817204301,24352.933497536946,27.304569892473115,30.9,22.8,74.16801075268818,3.805779569892473
SE,2006,2,31.799999999999997,1010.9582608695653,24409.171521035598,27.723652173913045,30.9,22.4,77.77217391304347,4.060695652173913
SE,2006,3,13.6,1011.1493212669683,27155.15699658703,28.448190045248868,32.3,23.8,77.40950226244344,4.372398190045248
SE,2006,4,1.2000000000000002,1009.6111111111111,28254.456310679612,29.064583333333335,31.4,27.1,74.82638888888889,4.283333333333333
SE,2006,5,0.0,,,,,,,
SE,2006,6,0.0,,,,,,,
SE,2006,7,0.0,,,,,,,
SE,2006,8,0.0,,,,,,,
SE,2006,9,122.0,1016.25,1657.6666666666667,25.398684210526316,28.4,21.0,80.84210526315789,3.5847744360902256
SE,2006,10,76.4,1013.203125,1939.8619246861924,26.279017857142858,29.2,22.9,81.60267857142857,4.340625
SE,2006,11,27.4,1011.3201376936316,1939.7151702786377,26.499827882960414,31.2,22.8,83.01376936316696,4.135111876075731
SE,2006,12,9.0,1012.6253561253561,2040.8146214099218,27.445584045584045,31.6,23.0,79.47720797720798,4.324501424501425
SE,2007,1,27.8,1012.2705248990578,1985.6330049261085,27.454508748317632,31.8,23.3,80.8250336473755,3.93257065948856
SE,2007,2,132.4,1011.573673870334,1787.1217712177122,27.416110019646364,32.6,21.9,80.16194331983806,3.374066797642436
SE,2007,3,90.6,1012.1348122866895,1663.1459627329193,27.156143344709896,31.2,22.1,80.34470989761093,2.640955631399317
SE,2007,4,157.20000000000002,1012.5762962962963,1459.010840108401,26.637333333333334,31.3,20.2,80.40148148148148,2.6877037037037037
SE,2007,5,71.4,990.5273631840796,1226.9285714285713,24.228855721393035,30.2,20.0,85.32338308457712,2.3577114427860697
SE,2007,6,127.2,993.3953125,1142.9022988505747,22.51859375,28.7,18.1,85.359375,2.6340624999999998
SE,2007,7,90.2,993.4730458221024,1246.8502538071066,22.154986522911052,29.0,17.4,85.25471698113208,2.608490566037736
SE,2007,8,114.8,994.0430686406461,1320.0717821782177,21.685329744279947,28.9,16.5,84.42395693135936,2.9177658142664873
SE,2007,9,70.8,994.1875,1474.6205128205129,22.14763888888889,28.9,17.1,82.60138888888889,2.97
SE,2007,10,34.2,996.9563058589871,1741.525641025641,24.316583912611716,32.0,17.8,79.30685203574976,3.42027972027972
SE,2007,11,35.800000000000004,1000.3680555555555,1869.6820512820514,25.555625,34.6,18.6,78.28263888888888,4.092425295343989
SE,2007,12,28.0,997.2788381742739,1865.5145929339478,25.781395348837208,36.1,16.9,77.08630705394191,3.9481327800829877
SE,2008,1,16.2,988.2231182795699,1834.4565756823822,25.736693548387095,34.7,19.7,73.08736559139786,3.29247311827957
SE,2008,2,51.0,988.5373563218391,1728.6233421750662,26.395545977011494,37.0,21.0,73.48419540229885,3.179741379310345
SE,2008,3,144.8,987.6481012658228,1446.2649769585253,25.673637515842838,35.2,20.9,80.85488126649076,2.5468354430379745
SE,2008,4,399.6,987.0437411095306,1435.4115334207077,25.579018492176385,32.9,19.7,83.25608137992039,2.5205903271692742
SE,2008,5,929.2,989.0681971640784,1086.9509202453987,23.958912896691427,32.6,17.4,86.62264150943396,2.5911883862255234
SE,2008,6,410.4,991.2322985699337,1177.2809706257983,22.838472270666202,29.3,14.2,85.24642233856893,2.608022322985699
SE,2008,7,407.6,994.6168282765092,1153.0304772857965,21.963778542383483,28.9,13.4,85.63099396633852,2.676352830778855
SE,2008,8,325.8,996.1521505376344,1271.0054320987654,22.621370967741935,30.2,14.2,84.38855848201642,2.3598655913978495
SE,2008,9,205.0,996.3394444444444,1419.5274559193954,23.842805555555557,31.9,15.2,80.12972222222223,2.704944444444444
SE,2008,10,104.6,995.2881720430107,1671.1878097125866,24.945806451612903,34.7,16.8,76.89112903225806,3.2739247311827957
SE,2008,11,14.0,992.3621456364647,1861.9025615268708,26.2982212340189,35.9,18.4,71.75486381322958,3.968371317398555
SE,2008,12,122.6,991.5985479967733,1775.9753086419753,26.46937348749664,36.3,17.7,73.18634041408981,3.490750201667115
SE,2009,1,113.0,992.3733189887037,1778.6252475247525,26.91578805809575,36.9,17.7,71.26654115115653,3.3969338353953735
SE,2009,2,215.4,991.8608955223881,1595.852602739726,26.632985074626866,36.0,19.9,73.66626865671641,3.0452537313432835
SE,2009,3,77.6,991.0371167294244,1748.0054617676267,27.315465303926842,37.8,19.8,73.33889187735342,3.0977676169983863
SE,2009,4,261.8,992.355,1411.5122950819673,26.79722222222222,38.6,19.7,76.8402466367713,2.6244444444444444
SE,2009,5,1532.0,993.6443548387097,942.8902612826603,24.51244623655914,31.6,18.6,86.9521426337191,2.407822580645161
SE,2009,6,602.4,995.7797222222222,1209.0849501835344,24.085916666666666,30.3,17.0,84.63394390383515,2.2463888888888888
SE,2009,7,631.2,996.6865591397849,1074.3766651355077,23.318172043010755,29.5,16.3,85.65698924731183,2.1297551789077214
SE,2009,8,877.8,996.6147849462366,1050.2202753441802,23.07295698924731,29.6,15.7,85.19121658483361,2.425456989247312
SE,2009,9,241.4,996.1836111111111,1360.2359108781127,24.170805555555553,31.9,15.1,81.2426347971095,2.8001388888888887
SE,2009,10,159.8,992.0257216347528,1419.770879857079,25.62029151186053,35.4,16.7,77.37010574449843,3.1757073449557014
SE,2009,11,3.8000000000000003,987.7618055555556,1550.8534391534392,25.968576388888888,36.8,17.8,70.09201388888889,3.4697916666666666
SE,2009,12,121.0,992.2643521049754,1489.0103048518677,26.97252597047567,36.6,19.4,71.84909786768726,3.556642974302898
SE,2010,1,209.8,992.8354908306364,1465.8985939497231,26.907901833872707,36.2,19.0,73.0962783171521,3.0116774541531823
SE,2010,2,431.8,992.5696428571429,1358.104449648712,26.78327380952381,35.1,19.9,77.0702380952381,2.7201190476190478
SE,2010,3,265.6,992.0373655913978,1390.5920271416455,27.22247311827957,35.9,20.4,76.5494623655914,2.720645161290322
SE,2010,4,1418.2,992.6708333333333,1099.6353092783504,25.995388888888886,35.1,19.2,82.68069967388082,2.2959166666666664
SE,2010,5,625.6,993.5477278838398,1094.4573972022042,25.46391503092229,32.5,18.0,82.64583333333333,2.0667076167076166
SE,2010,6,1033.6,994.5178571428571,871.8670346211741,23.580080049261085,32.8,16.9,86.23544145272386,2.719224683544304
SE,2010,7,716.8,993.8376337319069,1128.4676180021954,22.75814977973568,29.5,15.8,85.35053492762744,2.4759654889071485
SE,2010,8,447.6,998.1185002736727,1096.4902723735408,22.449233716475096,29.4,14.4,81.18746579091406,2.1462886597938144
SE,2010,9,343.2,996.298937360179,1240.864319450408,23.162279473536824,31.6,13.5,79.90682708449916,2.8505700871898054
SE,2010,10,242.20000000000002,992.4756340837846,1218.948490945674,25.362325448845823,36.3,17.2,74.91963522371046,2.9373325733827302
SE,2010,11,19.400000000000002,987.0900900900901,1547.7145866245392,25.796950796950796,36.0,17.1,71.52217602217603,3.480977130977131
SE,2010,12,114.39999999999999,986.5905461513893,1339.6838618078561,26.59003513254551,36.7,17.0,69.55126157777067,3.4998402555910544
SE,2011,1,343.6,986.3985215053764,1357.5053653551354,26.184475806451612,35.9,18.4,72.1277757553695,3.161693548387097
SE,2011,2,187.4,987.0691964285714,1310.1189801699716,26.20714285714286,35.2,19.1,75.49107142857143,3.109561011904762
SE,2011,3,287.6,989.1083302203959,1018.137842023748,27.151027269331344,36.4,18.7,73.04084321475626,2.8822936122525213
SE,2011,4,955.0,992.7632370637785,756.4025974025974,25.75725030084236,35.4,18.1,77.76918199112238,2.4065884476534296
SE,2011,5,963.2,994.0016129032258,640.5838578304332,24.426048387096774,31.3,17.6,79.70009227929867,2.283387096774194
SE,2011,6,402.2,995.8366666666667,689.3456978967495,23.477694444444445,30.6,15.4,80.19016290726817,1.9679722222222222
SE,2011,7,692.8,996.7235072619688,664.1944547134935,22.60771920387305,30.1,13.0,78.82668665667167,2.2520172135556753
SE,2011,8,364.8,997.1196558214574,820.4524250277675,22.981236559139784,30.2,13.8,77.01243133853716,2.3146544770099493
SE,2011,9,223.6,997.7502777777778,831.7530627871363,23.216805555555556,31.3,13.1,74.10727747173094,2.7267777777777775
SE,2011,10,458.0,993.1024258760108,920.6914539400666,25.007088948787064,35.1,15.9,74.8298697700194,3.2932345013477087
SE,2011,11,258.6,995.4584103512015,932.4444886589733,25.30690080098583,34.1,17.9,76.19053510671203,3.3211645101663585
SE,2011,12,37.0,993.9062143671608,1034.072629969419,26.325712656784493,38.2,18.7,71.60109921897599,3.3457786651454646
SE,2012,1,87.0,993.1138694009715,1004.9059479553904,26.2602536427415,36.3,18.1,70.12793589389334,3.2438208310847276
SE,2012,2,336.0,992.7543962485346,977.5976451481932,26.203956623681123,36.6,18.5,70.44036979969184,2.9499853415420696
SE,2012,3,137.4,993.4007015650296,1007.2609828741623,26.24409066378845,35.3,18.1,69.94595351442173,2.701780895844576
SE,2012,4,100.6,993.3660639777469,906.2759017651573,26.011043115438106,34.9,16.1,69.91553855208946,2.2809735744089012
SE,2012,5,579.6,995.4047356828194,734.3118922961855,24.99088656387665,34.2,16.3,74.53203827196289,2.1500825991189427
SE,2012,6,431.4,998.71392,741.5859375,24.226752,31.4,16.5,76.99903350515464,2.1412103746397695
SE,2012,7,575.0,997.3022880215343,856.6128195628011,22.829259757738896,30.1,15.4,79.50703463203463,1.8518707940780619
SE,2012,8,519.6,998.8059379217274,1018.3849869936827,22.525506072874492,29.5,14.2,78.19082321187584,2.038272604588394
SE,2012,9,324.8,996.0347666971637,1125.1696389734668,23.468161024702656,33.1,14.9,75.49862763037511,2.3469045440683134
SE,2012,10,402.8,994.9483225108225,1361.6450106157113,24.246401515151515,34.4,16.3,76.36263425664217,2.550405844155844
SE,2012,11,39.4,992.1537819799778,1474.4068965517242,26.243464961067854,37.4,19.9,70.1951473136915,3.435901001112347
SE,2012,12,137.6,992.3461538461538,1495.818987341772,26.6112426035503,36.4,19.0,68.37258883248731,3.6721893491124264
SE,2013,1,159.4,992.9989218328841,1435.4863829787234,26.88700808625337,37.2,19.8,70.58943089430895,3.6975471698113207
SE,2013,2,72.2,992.8614097968937,1501.5827032136106,27.107019115890086,41.0,19.8,69.30045011252813,3.528434886499403
SE,2013,3,92.4,992.9688103781397,1496.029438822447,27.43328733094121,37.1,19.8,69.13644918444166,3.4035063500828273
SE,2013,4,756.4,993.5633961203262,1390.8035343035342,26.3877143660388,37.2,18.7,74.54479559292548,2.9965701433792518
SE,2013,5,646.6,999.9115577889447,1184.1936507936507,25.086532663316582,32.7,19.4,83.18947368421053,1.9109547738693466
SE,2013,6,436.8,998.4761450381679,1158.7989130434783,24.050826972010178,31.7,15.3,83.2787757817698,1.723989818644607
SE,2013,7,726.0,999.8085038363172,1101.491425192194,23.293350383631715,30.3,15.7,83.8354797166774,1.9153772378516625
SE,2013,8,417.2,998.8453927025356,1282.6346044393854,23.044585396039604,29.9,14.9,82.25623800383877,2.151439182915506
SE,2013,9,251.0,996.5786111111111,1642.8572890025575,23.909861111111113,33.0,15.6,77.15132867132867,2.678833333333333
SE,2013,10,771.8,995.1244958322129,1679.5992160705537,24.68276418392041,35.6,16.1,76.78685420611306,3.1996504436676525
SE,2013,11,339.40000000000003,992.8799666574048,1658.089802130898,25.222283967768824,35.1,17.3,76.50487601003064,3.4449013614893027
SE,2013,12,349.2,992.2122679580307,1782.2785749628897,26.29332795264999,37.6,17.5,75.66410475377171,3.632391713747646
SE,2014,1,79.8,993.7425343018564,1845.6722855726325,26.304896421845577,35.8,17.4,71.92667404537909,2.9808178638687117
SE,2014,2,196.8,993.1922157733014,1671.9335770871419,26.446910208262207,35.5,19.0,74.1351728955641,2.8391259815636736
SE,2014,3,277.2,993.304419434532,1603.5887991927345,26.416222893219874,34.9,19.1,75.98332788492972,2.744139445511941
SE,2014,4,697.6,993.3649289099526,1434.8551759306476,26.29461945915807,36.0,19.7,77.571189279732,2.4360747142458883
SE,2014,5,642.2,994.6542719273347,1238.6586763939551,24.718450184501847,37.4,16.9,81.80497065930273,2.2170357751277683
SE,2014,6,604.4,995.0366945107398,1196.565309360127,23.631831742243435,31.2,15.5,82.176,2.16563245823389
SE,2014,7,642.4,998.811475409836,1182.6685138539042,22.940136612021856,29.9,14.9,81.8167701863354,2.1814754098360654
SE,2014,8,286.4,998.3786242183058,1386.147803617571,22.844286526435475,30.6,13.8,79.65276950565813,2.2717941427352857
SE,2014,9,227.4,996.8935519733185,1587.59641943734,23.816592551417457,34.1,14.6,77.68024900962082,2.941161756531406
SE,2014,10,381.2,995.8762775685852,1622.3715686274509,24.584642280796125,33.8,17.5,76.15656008820287,3.3358257127487896
SE,2014,11,380.8,993.2650736315643,1664.8967774420946,25.379160878021676,36.8,18.1,76.33595284872298,3.1741317032509033
SE,2014,12,125.6,993.8071025020178,1687.0376051459673,25.81856335754641,35.4,17.8,74.77452574525745,3.148264729620662
SE,2015,1,77.6,994.5946164199192,1789.0218579234972,26.531601615074024,35.6,18.8,70.6872139973082,3.331736204576043
SE,2015,2,262.4,993.5511904761905,1666.225824175824,26.70443452380952,35.8,20.1,73.60049627791564,3.114047619047619
SE,2015,3,244.2,996.285143032913,1713.6727272727273,26.97080898185174,35.7,19.5,71.96044825313118,2.829867733005229
SE,2015,4,412.8,998.5434027777778,1581.2714558169105,27.04642361111111,38.6,19.0,74.87476352629588,2.464965277777778
SE,2015,5,1084.6,1000.0777666999003,1272.3825338253382,25.59607843137255,34.7,19.5,79.13776276276276,2.0418743768693917
SE,2015,6,824.0,997.2158933036955,1132.6401028277635,23.885968324534595,30.7,17.0,81.65891959798995,1.7196165601555986
SE,2015,7,771.8,997.7948924731182,1200.8188118811881,23.233817204301076,29.9,14.3,79.75708616780045,1.3853225806451612
SE,2015,8,331.8,997.7944578961528,1385.4926181102362,22.73984396018294,30.4,13.1,77.20423108218064,1.4255044390637612
SE,2015,9,144.0,996.2561111111111,1687.0613810741688,24.451681022506254,33.5,15.1,72.7175,2.4452777777777777
SE,2015,10,132.2,995.6241935483871,1745.562252964427,25.293306451612906,35.7,16.6,69.78306451612903,3.073413978494624
SE,2015,11,22.8,992.7946651847735,1984.1161846778284,26.63495415393165,40.0,17.3,66.28035565434843,3.8656293414837455
SE,2015,12,99.4,994.466792148427,1780.5848589807026,26.655794568432373,39.2,18.8,67.99354665232589,3.3020973379940846
SE,2016,1,547.0,994.692190823458,1504.7930648769575,26.677970221817077,39.9,19.0,74.64053479185658,2.6731996353691887
SE,2016,2,91.8,996.7341421143848,1700.1977040816328,26.934315424610052,36.6,19.6,70.37781629116118,2.3388561525129985
SE,2016,3,157.8,994.1082974137931,1627.9040079168728,27.283324353448275,36.4,19.7,69.22171336206897,2.503664780382646
SE,2016,4,163.0,991.7678571428571,1491.703071672355,26.570474137931033,35.1,18.5,70.79556650246306,2.4260467980295566
SE,2016,5,703.0,991.7720732504905,1266.8304477611941,25.116906474820144,35.0,17.6,75.63767168083714,1.998001378359752
SE,2016,6,512.0,992.6819444444444,1249.4408396946565,23.855555555555554,33.0,16.6,79.70451388888888,2.0835185185185185
SE,2016,7,202.8,994.7458632532001,1505.5261984392419,23.22457071495473,32.2,15.1,77.63190758663752,1.716470109800732
SE,2016,8,181.6,994.1249207355738,1642.5813823857302,23.497653772986684,32.9,13.9,74.74476854787571,2.040995850622407
SE,2016,9,119.2,993.7237668161436,1578.1282467532467,24.094706146253923,33.1,14.9,73.00896860986548,2.536646785950961
SE,2016,10,50.4,992.9876438005965,1855.11583011583,25.962292288027268,36.9,19.1,68.66851299531316,3.619787765293383
SE,2016,11,36.6,993.1794943039733,1948.6671701913394,26.52786885245902,37.7,18.9,69.57849402611836,3.1174773755656107
SE,2016,12,103.6,992.8795051102743,1950.9792490118577,26.85473372781065,37.9,18.6,69.6094674556213,2.897014523937601
SE,2017,1,15.4,993.3861253025007,1919.9613861386138,26.92027426727615,35.5,17.8,67.25974724388277,2.38163484807744
SE,2017,2,77.0,992.8824404761905,1852.638309549945,27.093779761904763,36.3,18.7,68.1860119047619,2.347886904761905
SE,2017,3,228.20000000000002,992.1302003081664,1768.4276253547778,27.22254750898819,37.2,19.3,70.63636363636364,2.128608115048793
SE,2017,4,588.6,991.128163828808,1540.0891880521665,26.20421076852278,34.1,20.2,77.72425708362128,2.1316634707574305
SE,2017,5,1216.0,992.9972698907957,1300.643830703013,24.912324492979717,36.7,18.5,81.84808892355694,2.0058069381598793
SE,2017,6,920.2,995.7288494077834,1241.9965883244884,23.69883671742809,31.5,17.2,84.91994917407878,1.9687120291616038
SE,2017,7,645.8,999.9878154917319,1301.8790446841294,22.305374238468232,29.2,14.4,82.98213507625272,2.4613899613899615
SE,2017,8,417.40000000000003,997.4427480916031,1364.6017801857586,22.48547497879559,29.9,15.3,84.70921835174171,1.8715565163681287
SE,2017,9,1087.0,996.1522658610272,1502.5255661066471,22.625921450151058,29.2,15.8,83.75938324203692,2.3926514943789416
SE,2017,10,377.0,993.2222865971418,1687.5303189624956,24.08344920818849,33.2,15.3,80.12417921977598,2.4815179606025493
SE,2017,11,81.0,990.6339410939692,1881.8061959654178,25.702785013023444,37.4,16.5,74.71608896012823,3.212141855339611
SE,2017,12,200.4,991.9926454201025,1789.6868154158215,26.378003120124806,37.2,19.8,74.67238689547582,3.0529529752618676
SE,2018,1,91.4,992.651549169286,1832.6058726220017,26.710170633138752,37.4,18.7,72.11585092052088,2.9154243376740006
SE,2018,2,273.0,991.7977639751552,1719.2597994530538,26.731080745341615,36.4,18.6,74.37366459627329,2.8338220675944332
SE,2018,3,384.2,991.5760631302061,1747.1304171729446,26.772292854011397,37.5,19.0,75.9853134590092,2.508726156544617
SE,2018,4,420.6,993.0426373626374,1479.922262922263,25.57063736263736,35.6,19.1,77.37692307692308,1.9566373626373628
SE,2018,5,487.8,993.2476392368471,1389.4535008976661,24.57330892272114,33.2,17.5,81.49710536472405,2.0327616111004048
SE,2018,6,592.6,995.2655027092113,1302.1208053691275,23.51619506321493,31.3,16.4,82.06089088680017,1.929245283018868
SE,2018,7,504.2,995.752785247791,1306.139634801289,22.682846715328466,30.2,14.5,81.46329746348962,1.910564733000384
SE,2018,8,191.6,995.7552353506244,1566.0974561089215,23.482901056676273,34.3,15.0,77.20134615384616,2.291373679154659
SE,2018,9,65.6,994.0490912889074,1691.9210423959548,24.489137246709838,34.5,16.6,74.20994359724253,2.85312362516498
SE,2018,10,101.60000000000001,991.6277863182167,1841.2562743018734,26.004765564950038,38.5,17.8,71.85395849346656,3.3623263110712687
SE,2018,11,162.6,991.2063174730108,1739.5809009009008,26.26439424230308,36.0,19.2,72.24110355857657,3.552201112140871
SE,2018,12,359.8,991.6585178055823,1864.1380153738644,26.51522617901829,37.4,18.1,72.66448508180943,2.9794124243103837
SE,2019,1,129.4,993.6003309888291,1786.808518658123,26.839429044269757,35.9,19.2,70.44704178733967,2.6562888365116777
SE,2019,2,164.2,992.6814115308151,1808.6358249772106,27.827882703777334,37.8,21.0,72.38146123260438,2.9637673956262427
