Estado,Ano,Mês,Precipitação Total (mm),Pressão atmosférica média (mB),Radiação global média (Kj/m²),Temperatura média do ar (°C),Temperatura máxima (°C),Temperatura mínima (°C),Umidade relativa média (%),Velocidade média do vento (m/s)
DF,2007,7,0.0,889.2087365591399,1502.1801075268818,20.488978494623655,29.1,11.9,54.026881720430104,2.5303763440860214
DF,2007,8,0.0,889.439757412399,1789.7628032345012,20.512398921832887,32.6,11.9,43.870619946091644,3.546288798920378
DF,2007,9,0.0,888.8511111111112,1894.4016393442623,23.301388888888887,34.1,14.4,39.24027777777778,3.472916666666667
DF,2007,10,23.6,886.0256720430107,1589.2694174757282,23.858198924731184,34.2,15.9,50.61693548387097,2.7183041722745624
DF,2007,11,247.6,884.3033870967741,1235.4791086350974,22.031935483870967,31.0,16.4,73.27096774193548,2.2543548387096775
DF,2007,12,233.6,885.1227456258412,1456.0093023255813,21.55262449528937,30.4,14.7,73.6850605652759,2.361372812920592
DF,2008,1,207.8,885.1752688172044,1364.9780487804878,21.278225806451612,30.3,16.0,75.9260752688172,2.231720430107527
DF,2008,2,237.8,885.8936416184971,1408.2439678284181,21.11965317919075,29.3,16.1,79.52167630057804,1.9679190751445086
DF,2008,3,211.8,885.7215022091311,1379.3089430894308,20.91944035346097,28.1,15.4,79.66568483063328,2.1459499263622974
DF,2008,4,203.6,885.4776388888889,1435.7309782608695,21.434166666666666,28.7,15.2,75.96666666666667,1.92625
DF,2008,5,0.2,888.0247644683715,1509.6720430107528,19.95464333781965,27.6,11.9,64.65948855989232,2.1184387617765816
DF,2008,6,0.0,889.3998611111111,1444.0222222222221,19.401666666666667,26.1,11.6,59.352777777777774,2.348888888888889
DF,2008,7,0.0,890.247311827957,1568.3252688172042,18.81209677419355,27.5,10.0,50.225806451612904,2.7286290322580644
DF,2008,8,0.0,888.1227150537635,1703.241935483871,21.501209677419354,30.0,11.8,42.11290322580645,2.6741935483870964
DF,2008,9,82.6,887.6109859154931,20181.540616246497,23.183943661971828,32.6,13.8,44.790140845070425,2.4011267605633804
DF,2008,10,38.6,892.868339483395,2410.0418918918917,23.92206642066421,37.1,12.6,50.7830258302583,2.680811808118081
DF,2008,11,526.2,891.5420833333334,1260.5876662636033,21.588125,34.0,14.3,76.075,2.147291666666667
DF,2008,12,481.4,891.2174059139785,1172.39400921659,21.12883064516129,31.5,14.8,81.7627688172043,2.0980510752688173
DF,2009,1,410.4,892.5549798115746,1479.1482799525504,21.816016150740243,30.9,14.5,78.7671601615074,2.090040376850606
DF,2009,2,306.0,892.5273343373494,1610.4855172413793,21.914307228915664,31.5,14.5,76.99623493975903,2.059457422758101
DF,2009,3,152.8,892.0897177419355,1534.0276729559748,22.114381720430107,32.4,13.7,76.09677419354838,1.8511424731182795
DF,2009,4,666.0,893.5596368715084,1317.131761442441,20.87381284916201,28.2,13.5,80.76187150837988,1.9516759776536314
DF,2009,5,135.6,894.7114919354839,1364.5685483870968,19.920511096166777,28.7,9.4,74.94690860215054,2.0539340954942835
DF,2009,6,19.0,895.9731501057082,1356.8481012658228,18.912191684284707,28.0,8.8,71.3276955602537,2.0171952078928825
DF,2009,7,0.0,895.9436363636364,1506.9959677419354,19.873265993265992,30.4,7.1,57.432996632996634,2.2799865229110514
DF,2009,8,72.4,895.4155913978494,1573.4583333333333,20.526612903225807,31.5,8.4,57.40389784946237,2.805779569892473
DF,2009,9,113.6,894.4756944444445,1523.4283746556473,22.63513888888889,33.6,13.2,63.9,2.185277777777778
DF,2009,10,451.2,891.9345114345115,1371.8242730720606,21.778378378378378,31.4,14.0,77.18156618156618,1.913167013167013
DF,2009,11,415.0,891.4879166666667,1416.8911980440098,22.169444444444444,32.8,13.8,75.72708333333334,1.8282638888888887
DF,2009,12,658.8,892.2641522491349,1168.8534583821806,21.074048442906573,31.0,14.7,82.70519031141869,2.20318339100346
DF,2010,1,273.2,892.6973487423521,1553.4078478002377,22.201223657375934,30.8,12.4,74.93609789259007,2.0508497620666213
DF,2010,2,223.0,894.0414548641543,1682.448795180723,22.91270815074496,32.2,14.0,71.54163014899211,2.2498242530755714
DF,2010,3,420.4,892.3355749831876,1561.6833976833977,22.218157363819774,31.0,14.8,79.01613987895091,2.089172831203766
DF,2010,4,323.4,893.54375,1639.7326869806095,21.43486111111111,30.7,12.0,69.99722222222222,2.2135416666666665
DF,2010,5,49.6,893.6170698924731,1509.6644295302012,21.07668010752688,30.9,9.0,66.55779569892474,1.9753360215053766
DF,2010,6,0.6000000000000001,896.320625,1493.5416666666667,19.23451388888889,30.4,5.8,60.93958333333333,2.375629569455727
DF,2010,7,0.0,896.8178596247393,1560.450625869263,19.3769979152189,30.2,8.2,56.310632383599724,3.0027562446167098
DF,2010,8,1.0,896.0787550744249,1818.7931972789115,20.44255751014885,32.4,5.5,43.36129905277402,2.8638024357239513
DF,2010,9,8.799999999999999,893.9781944444445,1890.8986111111112,23.137777777777778,32.9,10.0,39.625,2.9814583333333333
DF,2010,10,311.8,892.0213037634409,1454.9484029484029,22.957930107526884,35.0,12.5,68.45833333333333,2.1195564516129033
DF,2010,11,487.2,891.0552777777779,1195.7775090689238,20.95916666666667,30.9,12.0,81.18680555555555,1.9897916666666668
DF,2010,12,639.8,889.861693548387,1348.134328358209,21.495698924731183,31.8,11.8,80.7116935483871,2.020430107526882
DF,2011,1,332.2,890.9774865591398,1470.751472320377,21.56592741935484,31.8,14.0,78.52284946236558,2.365793010752688
DF,2011,2,355.4,892.0029761904761,1464.0054644808743,21.579092261904762,32.0,14.3,76.83333333333333,1.8395678092399403
DF,2011,3,472.8,891.5250169952413,1426.774193548387,21.384568320870155,30.3,14.4,82.68116927260367,2.0446489434219495
DF,2011,4,141.8,893.391388888889,1580.9793388429753,21.399583333333336,30.4,12.9,73.59791666666666,2.3090277777777777
DF,2011,5,18.2,894.2032952252858,1488.2880215343203,20.06738399462004,29.8,8.1,67.32885003362475,2.290383322125084
DF,2011,6,6.6,895.2102777777778,1411.048611111111,19.13583333333333,29.1,7.7,64.35,2.17125
DF,2011,7,0.0,895.5137188971082,1563.0901749663526,19.353328850033627,29.8,6.0,54.91862811028917,2.5442501681237393
DF,2011,8,0.0,895.1420661715057,1813.966078697422,21.690681971640785,34.2,7.3,41.9797434166104,2.6646185010128294
DF,2011,9,14.0,895.0741666666667,1948.2108183079056,22.720972222222223,34.7,5.7,37.66018068102849,2.8345138888888886
DF,2011,10,514.4,892.0315400134498,1177.4889705882354,20.820914593140554,32.6,12.6,77.3093476798924,2.2484196368527236
DF,2011,11,639.6,891.738125,1304.8532219570407,20.619583333333335,32.4,13.1,79.16180555555556,2.291352859135286
DF,2011,12,607.4,891.5638440860215,1255.5276497695852,20.924529569892474,30.8,13.3,81.33266129032258,2.109501347708895
DF,2012,1,549.4,892.3419636852724,1231.3790226460071,20.508876933423,29.9,14.3,82.25151311365165,2.124629878869448
DF,2012,2,165.6,892.5869252873563,1606.450928381963,21.340086206896554,31.8,13.0,75.31824712643679,2.1852729885057474
DF,2012,3,360.8,893.0378869448183,1569.2676767676767,21.838896366083443,32.3,11.9,72.33512786002692,1.993804713804714
DF,2012,4,228.79999999999998,893.0902777777778,1560.0397260273974,21.999444444444446,31.8,12.6,73.01388888888889,1.9087560806115356
DF,2012,5,88.2,894.9616935483871,1262.0026809651474,19.65047043010753,30.1,12.3,74.41599462365592,2.3940860215053763
DF,2012,6,2.4,895.7825208913649,1417.7409470752089,20.05170731707317,29.4,10.2,67.8843205574913,2.241573816155989
DF,2012,7,0.2,895.8959005376345,1547.5362903225807,19.476948924731182,30.0,7.8,55.37096774193548,2.4331317204301075
DF,2012,8,0.0,897.2127616475356,1725.5345060893098,19.725388251181634,31.1,9.0,49.13909520594193,3.3345037137069546
DF,2012,9,43.0,895.2234027777778,1752.4648275862069,23.256319444444443,34.8,10.7,43.78680555555555,2.664513888888889
DF,2012,10,154.0,892.488306451613,1707.421568627451,23.67896505376344,35.4,11.6,50.54838709677419,2.5053127101546737
DF,2012,11,726.0,891.1161805555556,1267.220606060606,21.33798611111111,30.8,16.0,82.7388888888889,2.089784572619875
DF,2012,12,273.0,891.7727822580645,1568.5599078341013,22.38649193548387,32.7,12.6,73.16868279569893,1.9065860215053763
DF,2013,1,723.2,892.0969209237229,1242.4038461538462,21.33519944016795,32.4,14.8,81.11686494051784,2.0957686882933713
DF,2013,2,285.6,892.4884672619048,1725.786301369863,22.643377976190475,32.3,12.4,69.68452380952381,2.059300595238095
DF,2013,3,377.6,892.920385674931,1404.5680100755667,22.11039944903581,32.5,14.7,78.14531680440771,1.9713498622589531
DF,2013,4,178.4,893.949375,1398.563961485557,20.87611111111111,30.0,13.1,77.41111111111111,1.9671527777777778
DF,2013,5,46.6,894.671438172043,1505.0940860215053,20.397782258064517,29.3,10.0,67.54502688172043,2.135954301075269
DF,2013,6,54.0,895.5740947075208,1298.987517337032,19.901114206128135,29.4,9.6,70.90807799442896,2.1932451253481893
DF,2013,7,0.0,896.3671822461331,1490.4158815612382,19.47464694014795,30.8,10.1,59.00941492938803,2.4172158708809683
DF,2013,8,1.0,895.3674731182796,1704.1835106382978,20.780779569892474,32.2,5.2,46.71975806451613,2.7383736559139784
DF,2013,9,105.2,894.4379166666668,1611.8744993324433,22.24875,33.8,11.4,53.553472222222226,2.8355555555555556
DF,2013,10,236.4,893.2514784946236,1507.871794871795,21.991532258064517,33.6,14.0,65.96370967741936,2.3709005376344088
DF,2013,11,461.0,891.5104861111112,1456.641304347826,21.646041666666665,31.7,13.8,74.20833333333333,2.13092425295344
DF,2013,12,651.0,890.9261424731184,1295.264064293915,21.332997311827956,31.4,15.1,82.87231182795699,2.1355600539811066
DF,2014,1,261.4,893.4790322580645,1689.5308056872038,22.002486559139786,31.4,13.7,69.70833333333333,2.191465053763441
DF,2014,2,283.0,892.604761904762,1533.6238159675236,21.728794642857142,31.2,13.9,71.78497023809524,2.231175595238095
DF,2014,3,690.0,893.211559139785,1363.0983606557377,21.206922043010753,29.8,13.9,81.14448924731182,1.9322125084061867
DF,2014,4,369.2,893.6837273991655,1455.895238095238,21.378859527121,30.1,11.6,78.98678720445062,1.8522284122562676
DF,2014,5,6.6000000000000005,894.4821236559139,1458.7298387096773,20.15786290322581,29.7,7.4,67.21505376344086,1.8740591397849462
DF,2014,6,14.200000000000001,895.815,1364.8055555555557,19.205347222222223,28.7,7.7,66.36875,1.9259722222222222
DF,2014,7,8.200000000000001,897.5932795698925,1414.3855421686746,18.776881720430108,29.2,7.8,60.17943548387097,2.1886424731182794
DF,2014,8,0.0,896.1486559139785,1684.8066666666666,20.8130376344086,33.1,7.5,44.082661290322584,2.3228494623655913
DF,2014,9,22.599999999999998,894.22875,1767.7069892473119,23.474722222222223,34.0,10.5,44.75486111111111,2.600625
DF,2014,10,273.8,895.9202077922077,1642.4197530864199,23.68483116883117,36.1,11.0,50.98961038961039,2.595012987012987
DF,2014,11,639.2,895.7751394052045,1335.6979591836734,22.00771375464684,32.1,14.3,75.58224907063197,1.9557880055788004
DF,2014,12,936.6,896.4154467894027,1268.8921417565484,21.402334979793444,33.3,13.1,78.33722496632241,2.175258194881006
DF,2015,1,239.4,897.3988703117939,1732.0411392405063,22.948395842747402,33.7,13.0,65.48486217803887,2.002125734961556
DF,2015,2,470.4,896.9398406374502,1473.601793721973,21.90597609561753,32.2,11.9,73.7753984063745,2.2338645418326695
DF,2015,3,875.0,896.9577445652174,1190.027731092437,20.99791666666667,31.2,13.3,83.50815217391305,1.7128344671201814
DF,2015,4,714.8,895.6725678733033,1286.897389738974,21.70678123548537,30.9,15.3,81.5276358569438,1.69684161634928
DF,2015,5,102.4,895.2762096774194,1312.049955396967,20.06098109810981,29.8,10.7,76.86138613861387,2.1684518451845185
DF,2015,6,0.0,899.8199893673577,1421.0158434296366,19.33647331786543,29.2,9.3,66.83062645011601,2.4852436194895593
DF,2015,7,4.2,900.2099865047234,1438.4460431654677,19.880071974808818,30.0,8.0,58.89563652721547,2.390238416554206
DF,2015,8,0.0,899.421261682243,1743.5758401453224,21.223831775700933,32.8,7.0,46.029439252336445,2.7437850467289717
DF,2015,9,59.4,897.0917203767972,1695.210275927688,24.586911254338126,36.2,10.9,44.00247892910263,2.3278135845314822
DF,2015,10,244.6,896.873710183939,1676.501628664495,25.33472409152086,37.0,12.6,46.99282189322566,2.410841205578048
DF,2015,11,478.2,895.5620111731844,1484.857485988791,23.622998137802607,35.8,14.0,67.4953445065177,2.012871287128713
DF,2015,12,489.0,897.2500900090009,1545.3935681470139,23.235193519351935,33.6,15.8,69.45184518451845,1.9909954751131222
DF,2016,1,1114.0,895.7251915277152,1193.2371541501977,21.738666065795403,32.5,16.6,84.18071203244705,2.2095454545454545
DF,2016,2,257.0,897.4898892633606,1737.4417777777778,23.135435724602793,32.3,13.9,70.01251805488685,1.9558497833413577
DF,2016,3,363.4,898.0035418583257,1503.6385336743392,22.79921803127875,31.9,15.4,73.48942042318308,1.9150413983440664
DF,2016,4,14.6,897.4873287671234,1692.3747645951037,23.147504892367905,32.9,13.9,59.943737769080236,2.1602350636630754
DF,2016,5,33.199999999999996,899.043528841493,1494.4819277108434,21.938730004847308,31.9,10.4,61.066408143480366,1.932541222114452
DF,2016,6,2.0,900.7454883720931,1411.8832252085265,19.98539534883721,32.1,9.2,58.77069767441861,2.1509767441860466
DF,2016,7,0.0,900.175900900901,1534.5256988277727,20.425585585585587,31.2,7.8,50.126576576576575,2.3610810810810814
DF,2016,8,39.4,899.2466756513927,1564.0399290150842,21.807412398921834,32.8,8.2,49.07906558849955,2.4400269541778976
DF,2016,9,112.6,898.203669298653,1685.8532360984502,23.79939619136089,35.0,9.1,46.46586158848119,2.5608917789131445
DF,2016,10,387.6,896.3061790095411,1473.3983805668015,23.311494775102226,34.1,10.2,61.25261244888687,2.2519309404815995
DF,2016,11,613.4,895.6783309625415,1245.9936356404137,21.969179706021812,31.2,15.4,75.96443812233287,2.223944997629208
DF,2016,12,491.0,896.2445755787562,1534.467741935484,22.273593466424682,32.3,15.1,72.26950998185119,2.3165229232864277
DF,2017,1,458.4,896.6001351960342,1520.3890675241157,22.413114015322215,33.3,13.6,71.66876971608833,1.8639477242000904
DF,2017,2,901.8,896.8888797023565,1447.2391629297458,21.69458453906573,31.3,14.4,77.362546506821,2.1815325010761946
DF,2017,3,616.4,897.1365886741268,1534.8129675810474,22.32970498474059,32.6,12.6,74.2380467955239,1.775329868052779
DF,2017,4,151.6,897.927568134172,1549.766323024055,22.400139762403914,31.2,13.5,71.98637316561845,2.0718572587185724
DF,2017,5,163.6,898.9843349088454,1374.349227669577,20.95918298446995,30.8,10.2,70.51755570560432,2.039162727886563
DF,2017,6,0.0,900.5125087351502,1446.4008409250175,19.683857442348007,30.2,10.2,63.18238993710692,2.4842767295597485
DF,2017,7,0.0,902.1027939821921,1565.3893316983447,17.643782622044828,28.3,7.4,54.91280319312251,3.2229659195578755
DF,2017,8,0.0,897.193400730132,1753.088285229202,21.938595505617975,32.9,5.7,40.69736842105263,2.5921348314606742
DF,2017,9,59.6,897.9716569767442,1823.3122827346465,22.12940496822646,32.6,11.0,41.37814397224631,3.4021374927787407
DF,2017,10,143.4,894.5663948256469,1710.296278158668,24.987373453318337,37.3,12.2,43.89784335981839,2.8200224971878516
DF,2017,11,1511.6,893.8107977207977,1258.2755980861243,21.864881800056967,32.1,11.6,76.45669515669516,2.2662767475035666
DF,2017,12,1219.0,893.8872681281618,1284.9911214953272,21.772962338392354,33.1,15.2,78.88235294117646,2.005623402442488
